word,emotion,accuracy
polpa,trust,0
púlpito,trust,0
pulsação,trust,0
pulso,trust,0
Puma,trust,0
bombear,trust,0
bombeado,trust,0
trocadilho,trust,0
soco,trust,0
perfurado,trust,0
perfuração,trust,0
pontualidade,trust,0
pontualmente,trust,0
pontuação,trust,0
punção,trust,0
especialista,trust,0
pungente,trust,0
punir,trust,0
punido,trust,0
punição,trust,0
punição,trust,0
punitivo,trust,0
punk,trust,0
Punt,trust,0
insignificante,trust,0
filhote,trust,0
aluno,trust,0
fantoche,trust,0
comprar,trust,0
comprador,trust,0
compra,trust,0
puro,trust,0
puro êxtase,trust,0
purê,trust,0
purgatório,trust,0
purga,trust,0
purista,trust,0
pureza,trust,0
roxo,trust,0
Purnport,trust,0
propósito,trust,0
propositalmente,trust,0
ronronar,trust,0
bolsa,trust,0
Seguindo,trust,0
perseguindo,trust,0
perseguir,trust,0
fornecedor,trust,0
Purview,trust,0
pus,trust,0
empurrar,trust,0
empurrando,trust,0
bichan,trust,0
bichano,trust,0
gatinho,trust,0
colocar,trust,0
coloca,trust,0
Putty,trust,0
intrigada,trust,0
intrigante,trust,0
pigmeu,trust,0
pirâmide,trust,0
piramidal,trust,0
pirotecnia,trust,0
quack,trust,0
Quad,trust,0
quadrilátero,trust,0
quadrante,trust,0
quadrático,trust,0
quadratura,trust,0
quadruplicar,trust,0
quadrupolo,trust,0
atoleiro,trust,0
Codorna,trust,0
terremoto,trust,0
qualificar,trust,0
qualificação,trust,0
qualidade,trust,0
dilema,trust,0
quantificar,trust,0
quantitativo,trust,0
quantitativamente,trust,0
quantidade,trust,0
Quantum,trust,0
quarentena,trust,0
briga,trust,0
pedreira,trust,0
Quart,trust,0
trimestre,trust,0
alojado,trust,0
Quarters,trust,0
quarteto,trust,0
Quartil,trust,0
Quarto,trust,0
quartzo,trust,0
Quash,trust,0
quase,trust,0
quaternário,trust,0
cais,trust,0
mal -humorado,trust,0
enjoado,trust,0
rainha,trust,0
Quell,trust,0
Querece,trust,0
consulta,trust,0
busca,trust,0
pergunta,trust,0
questionável,trust,0
questionamento,trust,0
fila,trust,0
filas,trust,0
acelerar,trust,0
rapidamente,trust,0
rapidez,trust,0
mercúrio,trust,0
libra,trust,0
quiescente,trust,0
quieto,trust,0
silenciosament,trust,0
Quill,trust,0
colcha,trust,0
quinina,trust,0
desistir,trust,0
desiste,trust,0
tremor,trust,0
tremendo,trust,0
questionário,trust,0
quorum,trust,0
contingente,trust,0
cotação,trust,0
citar,trust,0
citações,trust,0
quociente,trust,0
coelho,trust,0
multidão,trust,0
raivoso,trust,0
raiva,trust,0
guaxinim,trust,0
corrida,trust,0
cavalo de corrida,trust,0
piloto,trust,0
prateleira,trust,0
raquete,trust,0
rindo,trust,0
atrevido,trust,0
radiante,trust,0
irradiar,trust,0
radiação,trust,0
radicalmente,trust,0
rádio,trust,0
radioativo,trust,0
radioatividade,trust,0
radiografia,trust,0
radiografia,trust,0
radiologia,trust,0
rádio,trust,0
raio,trust,0
radônio,trust,0
sorteio,trust,0
jangada,trust,0
raiva,trust,0
modo furioso,trust,0
ragetweet,trust,0
esfarrapado,trust,0
Raging,trust,0
trapos,trust,0
ataque,trust,0
trilho,trust,0
trilhos,trust,0
Ferrovia,trust,0
estrada de ferro,trust,0
Raimento,trust,0
chuva,trust,0
arco-íris,trust,0
arco-íris,trust,0
capa de chuva,trust,0
pingos de chuva,trust,0
chuva,trust,0
chuvoso,trust,0
dia chuvoso,trust,0
elevação,trust,0
criado,trust,0
subindo,trust,0
ancinho,trust,0
corrida,trust,0
bater,trust,0
divagar,trust,0
devagar,trust,0
rampa,trust,0
tumulto,trust,0
rancho,trust,0
rançoso,trust,0
aleatoriamente,trust,0
aleatoriedade,trust,0
Randy,trust,0
classificação,trust,0
resgate,trust,0
Rant,trust,0
reclamando,trust,0
rap,trust,0
estupro,trust,0
rápido,trust,0
rapidez,trust,0
corredeiras,trust,0
batendo,trust,0
raptores,trust,0
êxtase,trust,0
raramente,trust,0
raridade,trust,0
patife,trust,0
irritação na pele,trust,0
framboesas,trust,0
rato,trust,0
chave catraca,trust,0
avaliar,trust,0
ratificação,trust,0
avaliação,trust,0
razão,trust,0
ração,trust,0
Justificativa,trust,0
racionalismo,trust,0
racionalidade,trust,0
Rattan,trust,0
chocalho,trust,0
cascavel,trust,0
estridente,trust,0
Raven,trust,0
voraz,trust,0
ravina,trust,0
delirante,trust,0
couro cru,trust,0
Rawr,trust,0
raio,trust,0
navalha,trust,0
alcançar,trust,0
reagir,trust,0
reacionário,trust,0
ler,trust,0
leitor,trust,0
leitores,trust,0
facilmente,trust,0
leitura,trust,0
reajuste,trust,0
preparar,trust,0
pronto para ir,trust,0
reafirmar,trust,0
reagente,trust,0
realismo,trust,0
realista,trust,0
realidade,trust,0
reino,trust,0
Realty,trust,0
resma,trust,0
colher,trust,0
reaparecer,trust,0
traseira,trust,0
reorganizar,trust,0
rearranjo,trust,0
razão,trust,0
razoabilidade,trust,0
raciocínio,trust,0
razões,trust,0
remontar,trust,0
tranquilizado,trust,0
tranquilizador,trust,0
desconto,trust,0
rebelde,trust,0
rebelião,trust,0
rebeldes,trust,0
renascido,trust,0
rebote,trust,0
reconstruir,trust,0
repreensão,trust,0
refutar,trust,0
recalcitrante,trust,0
lembrar,trust,0
reformular,trust,0
recuar,trust,0
recuando,trust,0
recibo,trust,0
recibos,trust,0
recebido,trust,0
receptor,trust,0
recebendo,trust,0
recente,trust,0
receptáculo,trust,0
recepção,trust,0
Recreio,trust,0
recessos,trust,0
recessão,trust,0
Recherche,trust,0
reincidência,trust,0
receita,trust,0
destinatário,trust,0
recíproca,trust,0
retribuir,trust,0
reciprocidade,trust,0
Recital,trust,0
recitação,trust,0
recitar,trust,0
irresponsável,trust,0
imprudência,trust,0
acerto de contas,trust,0
recuperação,trust,0
recluso,trust,0
reconhecimento,trust,0
reconhecível,trust,0
reconhecido,trust,0
recuo,trust,0
lembre -se,trust,0
lembrança,trust,0
recombinante,trust,0
Recombinação,trust,0
recomendação,trust,0
recompensa,trust,0
conciliar,trust,0
reconhecimento,trust,0
reconsiderar,trust,0
reconstituição,trust,0
reconstruir,trust,0
reconstrução,trust,0
registro,trust,0
gravador,trust,0
gravação,trust,0
recontagem,trust,0
recuperar,trust,0
recurso,trust,0
recuperável,trust,0
lazer,trust,0
recreativo,trust,0
recrutar,trust,0
recrutamento,trust,0
retângulo,trust,0
retangular,trust,0
retificação,trust,0
retificar,trust,0
reitor,trust,0
reitoria,trust,0
reclinado,trust,0
recuperação,trust,0
Recur,trust,0
recorrência,trust,0
recorrente,trust,0
recorrente,trust,0
recursão,trust,0
recursivo,trust,0
recursivamente,trust,0
vermelho,trust,0
avermelhado,trust,0
resgatado,trust,0
redenção,trust,0
vermelhidão,trust,0
reparação,trust,0
reduzido,trust,0
redução,trust,0
redundância,trust,0
redundante,trust,0
Reed,trust,0
recife,trust,0
recifes,trust,0
carretel,trust,0
restabelecer,trust,0
referência,trust,0
referendo,trust,0
refinar,trust,0
refinamento,trust,0
refinaria,trust,0
refino,trust,0
REFIT,trust,0
refletir,trust,0
refletindo,trust,0
reflexão,trust,0
reflexivo,trust,0
refletor,trust,0
reflexo,trust,0
refluxo,trust,0
reforma,trust,0
reforma,trust,0
reformador,trust,0
refração,trust,0
refrator,trust,0
refratário,trust,0
refrão,trust,0
abster -se,trust,0
atualizado,trust,0
refrescante,trust,0
refrigerar,trust,0
refrigeração,trust,0
frigorífico,trust,0
refugiado,trust,0
reembolso,trust,0
reforma,trust,0
recusa,trust,0
recusar,trust,0
recusou,trust,0
recusando,trust,0
refutação,trust,0
refutar,trust,0
recuperar,trust,0
Regalia,trust,0
regata,trust,0
regência,trust,0
regenerado,trust,0
regeneração,trust,0
reggae,trust,0
regime,trust,0
regime,trust,0
regimento,trust,0
região,trust,0
regional,trust,0
regionalismo,trust,0
registro,trust,0
Registrador,trust,0
cadastro,trust,0
regressão,trust,0
regressão,trust,0
regressivo,trust,0
arrependimento,trust,0
lamentável,trust,0
lamentável,trust,0
lamentado,trust,0
lamentando,trust,0
regular,trust,0
regulares,trust,0
regular,trust,0
regulamentado,trust,0
regulamento,trust,0
regulatório,trust,0
regurgitação,trust,0
reabilitar,trust,0
reabilitação,trust,0
ensaio,trust,0
reinado,trust,0
reembolsar,trust,0
rédea,trust,0
rena,trust,0
reforçar,trust,0
rédeas,trust,0
reinstalar,trust,0
restabelecer,trust,0
reintegração,trust,0
reinvestir,trust,0
reinvestimento,trust,0
reiterar,trust,0
rejeitado,trust,0
rejeita,trust,0
alegria,trust,0
junte -se,trust,0
rejuvenescer,trust,0
rejuvenescido,trust,0
reacender,trust,0
recaída,trust,0
relacionar,trust,0
relação,trust,0
relatividade,trust,0
relaxar,trust,0
relaxante,trust,0
relaxamento,trust,0
relaxado,trust,0
relaxante,trust,0
retransmissão,trust,0
liberar,trust,0
lançado,trust,0
rebaixamento,trust,0
relevância,trust,0
relíquia,trust,0
relíquias,trust,0
alívio,trust,0
aliviado,trust,0
alívio,trust,0
reacender,trust,0
religioso,trust,0
abandonar,trust,0
Aproveite,trust,0
relutância,trust,0
relutante,trust,0
restante,trust,0
restante,trust,0
refazer,trust,0
Recurso,trust,0
observação,trust,0
notavelmente,trust,0
correção,trust,0
lembrar,trust,0
lembrei,trust,0
lembrando,trust,0
lembrança,trust,0
lembrar,trust,0
lembrete,trust,0
relembrando,trust,0
Remiss,trust,0
remissão,trust,0
remeter,trust,0
remessa,trust,0
remanescente,trust,0
remodelar,trust,0
remorso,trust,0
controlo remoto,trust,0
afastamento,trust,0
remoção,trust,0
remover,trust,0
remuneração,trust,0
renascimento,trust,0
Rencontre,trust,0
rend,trust,0
renderizar,trust,0
Renderização,trust,0
encontro,trust,0
capitulação,trust,0
renegado,trust,0
renovação,trust,0
renúncia,trust,0
renovar,trust,0
renovado,trust,0
renovação,trust,0
renome,trust,0
renomado,trust,0
aluguel,trust,0
alugue,trust,0
locatário,trust,0
renúncia,trust,0
reorganização,trust,0
reorganizar,trust,0
reparar,trust,0
reembolso,trust,0
revogação,trust,0
repita,trust,0
repetido,trust,0
repetidamente,trust,0
repetidor,trust,0
repelir,trust,0
repelente,trust,0
repelente,trust,0
repelindo,trust,0
arrepender-se,trust,0
arrependimento,trust,0
repertório,trust,0
repertório,trust,0
repetição,trust,0
substituir,trust,0
substituição,trust,0
reabastecimento,trust,0
repleto,trust,0
replicação,trust,0
responder,trust,0
relatório,trust,0
relatado,trust,0
repouso,trust,0
Reposição,trust,0
repositório,trust,0
representação,trust,0
representante,trust,0
representado,trust,0
representando,trust,0
reprimir,trust,0
reprimido,trust,0
repressão,trust,0
AVASIENTE,trust,0
reprimenda,trust,0
reimprimir,trust,0
represália,trust,0
reprise,trust,0
reprovação,trust,0
reproduzir,trust,0
reprodução,trust,0
reprodutiva,trust,0
réptil,trust,0
república,trust,0
republicano,trust,0
repúdio,trust,0
repugnância,trust,0
repugnante,trust,0
repulsão,trust,0
repulsivo,trust,0
recompra,trust,0
reputação,trust,0
solicitar,trust,0
réquiem,trust,0
obrigatório,trust,0
requerimento,trust,0
requisito,trust,0
requisição,trust,0
rescindir,trust,0
rescisão,trust,0
pesquisar,trust,0
ressecção,trust,0
semelhança,trust,0
assemelhar -se,trust,0
parecido,trust,0
ressentir -se,trust,0
ressentido,trust,0
ressentimento,trust,0
reserva,trust,0
reserva,trust,0
reservado,trust,0
reservas,trust,0
reservatório,trust,0
residir,trust,0
residência,trust,0
residências,trust,0
residente,trust,0
residual,trust,0
resíduo,trust,0
demitir-se,trust,0
renúncia,trust,0
resignado,trust,0
resiliência,trust,0
resiliente,trust,0
resina,trust,0
resistir,trust,0
resistente,trust,0
resistindo,trust,0
resistivo,trust,0
resoluto,trust,0
resolutamente,trust,0
resolução,trust,0
resolver,trust,0
resolvido,trust,0
ressonância,trust,0
ressonante,trust,0
ressoar,trust,0
ressonador,trust,0
recorrer,trust,0
retumbante,trust,0
respeitabilidade,trust,0
respeitando,trust,0
respectivo,trust,0
respiração,trust,0
respirador,trust,0
resplandecente,trust,0
responder,trust,0
respondente,trust,0
resposta,trust,0
responsabilidade,trust,0
descansar,trust,0
restaurante,trust,0
descansado,trust,0
repousante,trust,0
restituição,trust,0
agitado,trust,0
inquietação,trust,0
restauração,trust,0
restaurado,trust,0
restaurando,trust,0
restringir,trust,0
contido,trust,0
restrição,trust,0
restringir,trust,0
restrito,trust,0
restrição,trust,0
restritivo,trust,0
resultado,trust,0
resultante,trust,0
retomada,trust,0
ressurreição,trust,0
ressuscitação,trust,0
varejo,trust,0
varejista,trust,0
contenção,trust,0
retomar,trust,0
retaliar,trust,0
retaliação,trust,0
retaliatória,trust,0
retardar,trust,0
retardo,trust,0
retardado,trust,0
Retardas,trust,0
retenção,trust,0
retentivo,trust,0
reticente,trust,0
retina,trust,0
aposentado,trust,0
aposentado,trust,0
recontada,trust,0
retorta,trust,0
RETACE,trust,0
retrair,trust,0
retração,trust,0
Recomenda,trust,0
retribuição,trust,0
recuperação,trust,0
recuperar,trust,0
retriever,trust,0
retroativo,trust,0
retrógrado,trust,0
retrospecto,trust,0
retrospectivo,trust,0
retrospectivamente,trust,0
retornar,trust,0
reunir,trust,0
reunido,trust,0
revelar,trust,0
Revel,trust,0
revelação,trust,0
Revelações,trust,0
Avelas,trust,0
vingança,trust,0
receita,trust,0
reverberação,trust,0
reverendo,trust,0
reverente,trust,0
reversão,trust,0
reverter,trust,0
reversão,trust,0
reverter,trust,0
revertendo,trust,0
análise,trust,0
revisor,trust,0
rever,trust,0
revisão,trust,0
revisitar,trust,0
reviver,trust,0
revogação,trust,0
revogar,trust,0
revolta,trust,0
revoltante,trust,0
revolução,trust,0
revolucionário,trust,0
revolucionar,trust,0
Revolver,trust,0
revólver,trust,0
Repulsão,trust,0
acelerando,trust,0
recompensador,trust,0
retórica,trust,0
retórico,trust,0
reumatismo,trust,0
rima,trust,0
rimando,trust,0
ritmo,trust,0
rítmico,trust,0
costela,trust,0
com nervuras,trust,0
fita,trust,0
arroz,trust,0
riquezas,trust,0
riqueza,trust,0
Rick,trust,0
Rickety,trust,0
livrar,trust,0
Riddance,trust,0
enigma,trust,0
cheio,trust,0
andar de,trust,0
cavaleiro,trust,0
cume,trust,0
ridículo,trust,0
ridículo,trust,0
cavalgando,trust,0
Rife,trust,0
rifle,trust,0
Rifles,trust,0
Rift,trust,0
equipamento,trust,0
fraudado,trust,0
Rigging,trust,0
justo,trust,0
justiça,trust,0
legítimo,trust,0
com razão,trust,0
rígido,trust,0
rigidez,trust,0
rigor,trust,0
rigoroso,trust,0
aro,trust,0
casca,trust,0
anel,trust,0
Ringer,trust,0
toque,trust,0
pista,trust,0
limpar,trust,0
rebelião,trust,0
tumultuoso,trust,0
tumultos,trust,0
rasgar,trust,0
ripariano,trust,0
maduro,trust,0
amadurecer,trust,0
amadurecimento,trust,0
ondulação,trust,0
ascender,trust,0
ascendente,trust,0
risco,trust,0
arriscado,trust,0
rito,trust,0
ritual,trust,0
ritualístico,trust,0
rival,trust,0
rivalidade,trust,0
rio,trust,0
margem do rio,trust,0
rebite,trust,0
rebitado,trust,0
rebitagem,trust,0
estrada,trust,0
Estrada Violenta,trust,0
estradas,trust,0
viagem,trust,0
estrada,trust,0
Trabalho de estrada,trust,0
Voar,trust,0
rugido,trust,0
rugindo,trust,0
assar,trust,0
roubar,trust,0
ladrão,trust,0
roubo,trust,0
manto,trust,0
robô,trust,0
Robótica,trust,0
robusto,trust,0
Roc,trust,0
pedra,trust,0
foguete,trust,0
pedras,trust,0
Roe,trust,0
por conta própria,trust,0
papel,trust,0
rolar,trust,0
rolo,trust,0
rolos,trust,0
rolando,trust,0
rolando,trust,0
romantismo,trust,0
brincar,trust,0
teto,trust,0
torre,trust,0
sala,trust,0
espaçoso,trust,0
Polas,trust,0
galo,trust,0
raiz,trust,0
corda,trust,0
rosário,trust,0
rosa,trust,0
alecrim,trust,0
roseta,trust,0
lista,trust,0
Rosy,trust,0
podridão,trust,0
rotativo,trust,0
girar,trust,0
rotação,trust,0
Rote,trust,0
rotor,trust,0
apodrecendo,trust,0
rouge,trust,0
duro,trust,0
aproximadamente,trust,0
rugosidade,trust,0
roleta,trust,0
redondo,trust,0
rotatória,trust,0
arredondado,trust,0
arredondar para cima,trust,0
Rouse,trust,0
Rouser,trust,0
empolgante,trust,0
derrota,trust,0
rota,trust,0
Andarilho,trust,0
roving,trust,0
linha,trust,0
turbulento,trust,0
real,trust,0
realeza,trust,0
esfregar,trust,0
borracha,trust,0
borrilhas,trust,0
fricção,trust,0
bobagem,trust,0
"destroços, Pedregulho",trust,0
rubrica,trust,0
rubi,trust,0
leme,trust,0
Ruddy,trust,0
rudimentar,trust,0
rudimentos,trust,0
rue,trust,0
Ruff,trust,0
babado,trust,0
tapete,trust,0
áspero,trust,0
ruína,trust,0
arruinado,trust,0
ruinoso,trust,0
ruínas,trust,0
governante,trust,0
governar,trust,0
rum,trust,0
Estrondo,trust,0
remexer,trust,0
boato,trust,0
rumores,trust,0
MULTA,trust,0
correr,trust,0
fugir,trust,0
runas,trust,0
Rung,trust,0
corredor,trust,0
correndo,trust,0
pista,trust,0
ruptura,trust,0
rural,trust,0
ardil,trust,0
correr,trust,0
correndo,trust,0
ferrugem,trust,0
rústico,trust,0
farfalhar,trust,0
oxidado,trust,0
rotina,trust,0
Ruth,trust,0
impiedoso,trust,0
centeio,trust,0
sabre,trust,0
zibelina,trust,0
sabotar,trust,0
sac,trust,0
saco,trust,0
sacramento,trust,0
sagrado,trust,0
sacrifícios,trust,0
triste,trust,0
dia triste,trust,0
Saddens,trust,0
selim,trust,0
tristemente,trust,0
segurança,trust,0
açafrão,trust,0
SAG,trust,0
saga,trust,0
velejar,trust,0
navegação,trust,0
marinheiro,trust,0
salada,trust,0
salamandra,trust,0
oferta,trust,0
vendedor,trust,0
proeminente,trust,0
salina,trust,0
saliva,trust,0
Sally,trust,0
salão,trust,0
salão,trust,0
sal,trust,0
salgado,trust,0
saudação,trust,0
salvamento,trust,0
salva,trust,0
samba,trust,0
segurança,trust,0
samurai,trust,0
santificado,trust,0
sancionado,trust,0
santidade,trust,0
areia,trust,0
sandália,trust,0
Sander,trust,0
areias,trust,0
Sandy,trust,0
Sane,trust,0
sanguíneo,trust,0
sanitário,trust,0
sanidade,trust,0
Sans,trust,0
Papai Noel,trust,0
seiva,trust,0
safira,trust,0
sarcasmo,trust,0
sarcoma,trust,0
Sardônico,trust,0
faixa,trust,0
satânico,trust,0
Satchel,trust,0
saciar,trust,0
satélite,trust,0
cetim,trust,0
sátira,trust,0
satírico,trust,0
satisfação,trust,0
satisfatoriamente,trust,0
satisfeito,trust,0
satisfazer,trust,0
satisfatório,trust,0
saturar,trust,0
saturado,trust,0
saturação,trust,0
molho,trust,0
panela,trust,0
pires,trust,0
atrevido,trust,0
Chucrute,trust,0
sauna,trust,0
selvagem,trust,0
selvageria,trust,0
Savana,trust,0
economizando,trust,0
poupança,trust,0
salvador,trust,0
Savory,trust,0
Savvy,trust,0
serragem,trust,0
saxofone,trust,0
saxofone,trust,0
crosta,trust,0
bainha,trust,0
andaime,trust,0
andaimes,trust,0
escala,trust,0
escalas,trust,0
Vieira,trust,0
couro cabeludo,trust,0
bisturi,trust,0
escamoso,trust,0
Varredura,trust,0
escândalo,trust,0
escandaloso,trust,0
escasso,trust,0
Escape,trust,0
bode expiatório,trust,0
cicatriz,trust,0
escaravelho,trust,0
escasso,trust,0
dificilmente,trust,0
escassez,trust,0
susto,trust,0
espantalho,trust,0
assustado,trust,0
sustos,trust,0
lenço,trust,0
mais assustador,trust,0
mais assustador,trust,0
escarlate,trust,0
apavorante,trust,0
dispersão,trust,0
espalhado,trust,0
espalhamento,trust,0
Carniceiro,trust,0
cena,trust,0
cenário,trust,0
cênico,trust,0
aroma,trust,0
ceticismo,trust,0
esquemático,trust,0
esquema,trust,0
cisma,trust,0
esquizofrenia,trust,0
estudioso,trust,0
acadêmico,trust,0
bolsa de estudos,trust,0
estudante,trust,0
escolaridade,trust,0
Mestre da escola,trust,0
escuna,trust,0
ciática,trust,0
Ciência,trust,0
Scifi,trust,0
Scintilla,trust,0
cintilação,trust,0
Scintillator,trust,0
Scion,trust,0
tesoura,trust,0
zombar,trust,0
repreenda,trust,0
repreensão,trust,0
colher,trust,0
escopo,trust,0
escaldante,trust,0
pontuação,trust,0
pontuações,trust,0
desprezo,trust,0
escorpião,trust,0
escocês,trust,0
vasculhar,trust,0
flagelo,trust,0
Scout,trust,0
Scrabble,trust,0
passeio,trust,0
lutando,trust,0
raspar,trust,0
Scrapie,trust,0
raspando,trust,0
arranhar,trust,0
gritar,trust,0
gritando,trust,0
Screech,trust,0
tela,trust,0
Chave de fenda,trust,0
parafusado,trust,0
dane-se,trust,0
rabisco,trust,0
escriba,trust,0
scrimmage,trust,0
Script,trust,0
roteiro,trust,0
Escriturais,trust,0
rolagem,trust,0
esfregar,trust,0
delicioso,trust,0
escrupuloso,trust,0
examinar,trust,0
escrutínio,trust,0
escultor,trust,0
escultura,trust,0
esculpido,trust,0
escumalha,trust,0
mar,trust,0
costa,trust,0
costura,trust,0
marinheiro,trust,0
desatado,trust,0
costureira,trust,0
Porto Maritimo,trust,0
Sear,trust,0
procurar,trust,0
procurando,trust,0
Seared,trust,0
litoral,trust,0
temporada,trust,0
temperado,trust,0
tempero,trust,0
assento,trust,0
secessão,trust,0
isolado,trust,0
isolamento,trust,0
secundário,trust,0
usado,trust,0
secretariado,trust,0
secretário,trust,0
secreto,trust,0
secreção,trust,0
secreto,trust,0
secretamente,trust,0
Seita,trust,0
sectário,trust,0
secional,trust,0
setor,trust,0
secular,trust,0
secularismo,trust,0
segurança,trust,0
sedan,trust,0
Sedado,trust,0
sedativo,trust,0
sedentário,trust,0
Justiça,trust,0
sedimento,trust,0
sedimentar,trust,0
sedição,trust,0
seduzir,trust,0
sedução,trust,0
sedução,trust,0
sedutor,trust,0
semente,trust,0
plantinha,trust,0
procurar,trust,0
buscador,trust,0
aparentemente,trust,0
vidente,trust,0
fervendo,trust,0
segmento,trust,0
segregar,trust,0
segregado,trust,0
segregação,trust,0
aproveitar,trust,0
convulsão,trust,0
raramente,trust,0
Selecione,trust,0
seleção,trust,0
auto-mutilação,trust,0
egoísta,trust,0
egoísmo,trust,0
amor próprio,trust,0
autovalorização,trust,0
vender,trust,0
vendedor,trust,0
semáforo,trust,0
aparência,trust,0
sêmen,trust,0
ponto e vírgula,trust,0
seminal,trust,0
seminário,trust,0
seminário,trust,0
semiótica,trust,0
senador,trust,0
enviar,trust,0
senescência,trust,0
senil,trust,0
Senior,trust,0
sensação,trust,0
sensacional,trust,0
senso,trust,0
sem sentido,trust,0
sentidos,trust,0
sensibilidade,trust,0
sensivel,trust,0
confidencial,trust,0
sensorial,trust,0
sensualidade,trust,0
sensual,trust,0
frase,trust,0
autoconsciente,trust,0
sentimento,trust,0
sentimental,trust,0
sentimentalismo,trust,0
separável,trust,0
separado,trust,0
separadamente,trust,0
separação,trust,0
separatista,trust,0
sépia,trust,0
Sepse,trust,0
Set,trust,0
séptico,trust,0
septo,trust,0
Sequela,trust,0
seqüência,trust,0
sequência,trust,0
sequestrado,trust,0
sequestro,trust,0
sargento,trust,0
serial,trust,0
serif,trust,0
gravidade,trust,0
serpente,trust,0
serpentina,trust,0
serrilhado,trust,0
sérum,trust,0
serviço,trust,0
Serviável,trust,0
servil,trust,0
servidão,trust,0
sess,trust,0
sessão,trust,0
Sessões,trust,0
definir,trust,0
revés,trust,0
liquidar,trust,0
normatizador,trust,0
resolver,trust,0
assentou,trust,0
colono,trust,0
Settlor,trust,0
sétimo,trust,0
setenta,trust,0
sever,trust,0
separável,trust,0
áreas de gravação,trust,0
separação,trust,0
severamente,trust,0
gravidade,trust,0
costurar,trust,0
esgoto,trust,0
esgoto,trust,0
sistema de esgoto,trust,0
sexualidade,trust,0
sexy,trust,0
gasto,trust,0
Shack,trust,0
manilha,trust,0
sombra,trust,0
tons,trust,0
sombreamento,trust,0
sombra,trust,0
sombrio,trust,0
Shady,trust,0
haste,trust,0
Shag,trust,0
desgrenhado,trust,0
sacudir,trust,0
abalado,trust,0
tremendo,trust,0
instável,trust,0
"farsa, falso",trust,0
xamã,trust,0
Shambles,trust,0
vergonha,trust,0
vergonhoso,trust,0
desavergonhado,trust,0
Xangai,trust,0
haste,trust,0
favela,trust,0
forma,trust,0
bem torneado,trust,0
acionista,trust,0
compartilhamento,trust,0
Tubarão,trust,0
afiado,trust,0
afiado,trust,0
Acendente,trust,0
nitidez,trust,0
estilhaçado,trust,0
depilar,trust,0
barbear,trust,0
xaile,trust,0
mancha,trust,0
cisalhamento,trust,0
tesoura de jardim,trust,0
bainha,trust,0
revestimento,trust,0
cabana,trust,0
brilho,trust,0
ovelha,trust,0
puro,trust,0
folha,trust,0
prateleira,trust,0
concha,trust,0
marisco,trust,0
bombardeio,trust,0
abrigos,trust,0
arquivado,trust,0
xerez,trust,0
escudo,trust,0
mudança,trust,0
mudança,trust,0
xelim,trust,0
brilho,trust,0
canela,trust,0
brilha,trust,0
telha,trust,0
brilhante,trust,0
brilhante,trust,0
enviar,trust,0
envio,trust,0
envio,trust,0
naufrágio,trust,0
condado,trust,0
camisa,trust,0
merda,trust,0
Dia de merda,trust,0
merda,trust,0
SATEST,trust,0
merda,trust,0
arrepio,trust,0
tremendo,trust,0
bancos de areia,trust,0
choque,trust,0
chocantemente,trust,0
má qualidade,trust,0
sapato,trust,0
sapateiro,trust,0
atirar,trust,0
atirador,trust,0
tiroteio,trust,0
comprar,trust,0
furto em lojas,trust,0
costa,trust,0
tosada,trust,0
curto,trust,0
falta,trust,0
falha,trust,0
encurtar,trust,0
Encurtando,trust,0
forma abreviada,trust,0
Em breve,trust,0
falta de falta,trust,0
shorts,trust,0
tomada,trust,0
espingarda,trust,0
gritar,trust,0
empurrão,trust,0
pá,trust,0
pá,trust,0
banho,trust,0
mostrando,trust,0
exibido,trust,0
estilhaços,trust,0
Destruir,trust,0
astuto,trust,0
grito,trust,0
estridente,trust,0
camarão,trust,0
santuário,trust,0
encolher,trust,0
encolhendo,trust,0
mortalha,trust,0
arbusto,trust,0
arbustos,trust,0
dar de ombros,trust,0
encolhido,trust,0
estremece,trust,0
estremecendo,trust,0
embaralhar,trust,0
embaralhando,trust,0
evitar,trust,0
derivado,trust,0
fechar,trust,0
desligar,trust,0
Shutit,trust,0
obturador,trust,0
transporte,trust,0
cale-se,trust,0
tímido,trust,0
sic,trust,0
doente,trust,0
adoecer,trust,0
doentio,trust,0
foice,trust,0
doentio,trust,0
doença,trust,0
lado,trust,0
aparador,trust,0
Sidestep,trust,0
lateral,trust,0
cerco,trust,0
siesta,trust,0
peneira,trust,0
peneirando,trust,0
suspirar,trust,0
visão,trust,0
sinal,trust,0
sinal,trust,0
significado,trust,0
significativo,trust,0
significação,trust,0
significar,trust,0
sinalização,trust,0
silêncio,trust,0
silencioso,trust,0
silenciosamente,trust,0
silhueta,trust,0
seda,trust,0
seda,trust,0
Silky,trust,0
peitoril,trust,0
bobagem,trust,0
bobagem,trust,0
lodo,trust,0
prata,trust,0
prateado,trust,0
semelhante,trust,0
semelhança,trust,0
símile,trust,0
ferver,trust,0
fervendo,trust,0
simples,trust,0
Simples,trust,0
simplicidade,trust,0
simplesmente,trust,0
simular,trust,0
simulado,trust,0
simulação,trust,0
simulação,trust,0
simultâneo,trust,0
simultaneamente,trust,0
pecado,trust,0
sinceridade,trust,0
pecaminoso,trust,0
cantor,trust,0
cantoria,trust,0
solteiro,trust,0
isoladamente,trust,0
singular,trust,0
singularidade,trust,0
singularmente,trust,0
sinistro,trust,0
afundar,trust,0
naufrágio,trust,0
